Model,RMSE,MAE,R2
RandomForest,23.039846271131747,17.240558873720136,0.03713253983320597
ExtraTrees,23.716102302315978,17.432453071672356,-0.020220359798601484
XGBoost,22.761951342760256,17.307912919199914,0.06021969917532988
LightGBM,23.29954123951941,17.441092086982955,0.015304176173563389
CatBoost,22.291457338781996,16.92467467966344,0.09866905816854177
